final_value,Method
365252.7103653352,parametric
288504.9607581042,parametric
575588.2583775421,parametric
280644.42782474216,parametric
455200.9671683392,parametric
326663.7525722081,parametric
371491.7421765532,parametric
219398.14016577785,parametric
275487.62139328494,parametric
351079.59326842125,parametric
394087.0804364014,parametric
758352.5937283989,parametric
278499.9831615459,parametric
215082.5789788767,parametric
296581.27871840337,parametric
325524.04731649056,parametric
240660.7359929477,parametric
390989.69467221096,parametric
347428.77912208904,parametric
185853.10213649384,parametric
557177.4512270502,parametric
209072.17307848955,parametric
234379.95305397097,parametric
299910.8927438528,parametric
305111.22646667867,parametric
339091.63478176773,parametric
362088.2070606412,parametric
318437.17009426525,parametric
531624.2404855175,parametric
237679.84069589665,parametric
382379.7523964701,parametric
229184.49035284756,parametric
315264.4561781084,parametric
312731.2989414832,parametric
270307.2402262084,parametric
332109.2229818365,parametric
377273.4433633442,parametric
350638.6920432377,parametric
211674.20736350695,parametric
397318.0009703683,parametric
291345.8194871803,parametric
355274.7276708969,parametric
388479.7692271002,parametric
207615.0477333786,parametric
219043.65227481333,parametric
438357.0982669552,parametric
338785.0410598561,parametric
223296.32214664828,parametric
566823.7214955386,parametric
260837.89433760027,parametric
281202.2351178828,parametric
212518.17421561672,parametric
386935.7542005652,parametric
255892.80555035124,parametric
262129.54640663083,parametric
279834.0071139693,parametric
378932.69444549095,parametric
328265.0836295823,parametric
336436.3776542557,parametric
279736.49642351514,parametric
360601.20538562734,parametric
439277.9444473076,parametric
344988.41290676635,parametric
393959.74687188346,parametric
265355.78617655043,parametric
166482.81644472745,parametric
443498.6205128064,parametric
505031.3673287075,parametric
289949.0645404909,parametric
155623.1861275961,parametric
260236.82632935708,parametric
262858.97612430406,parametric
281037.3264231337,parametric
311178.1653729593,parametric
324397.9385052918,parametric
274559.31772906176,parametric
409919.8011067585,parametric
316045.9509560143,parametric
444507.861850692,parametric
199892.7861821889,parametric
291106.5777311509,parametric
478806.9702352641,parametric
341472.52659480675,parametric
252877.0481287051,parametric
327345.4339180829,parametric
242646.82705015512,parametric
296191.0922336806,parametric
590509.6546424662,parametric
320614.7518958899,parametric
480579.4359451055,parametric
267977.8150243443,parametric
289556.6148335039,parametric
281015.487278748,parametric
240883.43042842965,parametric
410041.0126463828,parametric
301909.39475220616,parametric
277663.39342048933,parametric
412429.47936500097,parametric
465719.4038961706,parametric
345390.29048071185,parametric
308245.5444619503,parametric
211964.39792441257,parametric
318410.9752022771,parametric
370290.71436601726,parametric
298132.27313651075,parametric
213804.4994880381,parametric
324962.9141503395,parametric
314268.23098196764,parametric
157328.85995398043,parametric
376997.6642391867,parametric
265519.40594116435,parametric
240952.023650042,parametric
418663.74001400085,parametric
350131.2386686296,parametric
279915.8636735036,parametric
307364.50484123616,parametric
690022.5200640768,parametric
373871.1911298196,parametric
415995.71129445056,parametric
354727.2616376996,parametric
367579.2950791605,parametric
279697.5896169319,parametric
186550.66695203903,parametric
276229.8581840551,parametric
378235.7668935401,parametric
234591.20569142912,parametric
393012.34761670366,parametric
315453.25948711706,parametric
218579.9665541699,parametric
303955.42982723983,parametric
283424.0542884147,parametric
264696.21733512526,parametric
254606.66366872293,parametric
195828.6226559904,parametric
268903.1548374409,parametric
234677.80189715288,parametric
440965.12743801606,parametric
255218.71917096007,parametric
396850.4465999461,parametric
214909.61182202963,parametric
366147.8550960307,parametric
410687.278938533,parametric
329978.5419829442,parametric
179431.2853714479,parametric
266804.5048634168,parametric
341822.2378742172,parametric
265244.17978298804,parametric
202270.1621046868,parametric
392254.5027230424,parametric
414379.50305391673,parametric
319002.6124795582,parametric
529141.9087985059,parametric
266910.1378012657,parametric
397861.8483034552,parametric
337872.4485928838,parametric
400954.9095754034,parametric
200376.3518452568,parametric
426095.6022820757,parametric
286091.9917850246,parametric
312072.0344820163,parametric
229919.5772570808,parametric
402901.98564537166,parametric
282337.18985390663,parametric
402697.2820330191,parametric
325096.20906847774,parametric
256085.1741940344,parametric
193372.3928747764,parametric
300389.4025541004,parametric
423901.9132376776,parametric
365054.6827482084,parametric
456392.4654098119,parametric
293136.1156905006,parametric
235960.5759189203,parametric
333503.88940542314,parametric
270597.91641126,parametric
464794.8825685403,parametric
195656.65473507185,parametric
233295.8461202979,parametric
260039.5689141831,parametric
475844.336501134,parametric
416936.76683386246,parametric
303048.762771472,parametric
374876.9371398839,parametric
303904.9461595731,parametric
379054.6272608133,parametric
239350.86751718936,parametric
390145.6857074759,parametric
251388.7774461946,parametric
300872.50780438364,parametric
134128.91789016503,parametric
224541.05019639016,parametric
359325.8813218869,parametric
366560.43404500745,parametric
220964.91645739903,parametric
286150.0979093119,parametric
334516.9280143916,parametric
395752.9382289285,parametric
408575.09843276034,parametric
464574.2932748351,parametric
261685.30750604245,parametric
256085.073061302,parametric
272462.36447505315,parametric
491757.37733066577,parametric
296850.4683619456,parametric
321597.65910157934,parametric
359146.94963380095,parametric
318651.25756469247,parametric
377210.2830670609,parametric
280804.55456223723,parametric
260298.64879665777,parametric
407921.0648675476,parametric
274399.7369444397,parametric
286363.931699788,parametric
351126.7173024,parametric
247694.9519848384,parametric
253822.37623776525,parametric
302948.58127628284,parametric
487262.12038068153,parametric
229851.05431249837,parametric
258288.131261501,parametric
288249.201493174,parametric
335644.83396804985,parametric
347841.8125368449,parametric
348333.9169775813,parametric
434170.88985796337,parametric
232271.8504061121,parametric
431959.8399317125,parametric
329591.0283022162,parametric
287191.6194079725,parametric
302859.3662093753,parametric
262794.56801261334,parametric
231109.9137813725,parametric
282658.0660710982,parametric
309449.8668684586,parametric
366498.4231462123,parametric
297407.14751783194,parametric
441962.054083445,parametric
398166.2442791002,parametric
304673.19353690447,parametric
364307.31421109807,parametric
461252.18056826666,parametric
326457.1231668696,parametric
308415.63410318753,parametric
213038.9057605905,parametric
258114.71632060505,parametric
226470.47610112195,parametric
370569.9361478949,parametric
235666.92466109476,parametric
227689.7601317148,parametric
415791.8208358513,parametric
236526.26975271016,parametric
379779.8926615055,parametric
377952.3200112238,parametric
421054.7197766551,parametric
279978.7877367097,parametric
273092.2145516544,parametric
287012.867823019,parametric
267933.69919432583,parametric
324709.5329885505,parametric
285995.65800391394,parametric
280093.12267638714,parametric
362576.0106851738,parametric
364339.5104826937,parametric
319496.0408847873,parametric
321389.94332862395,parametric
349711.10540525976,parametric
259948.4912198872,parametric
467966.4222068691,parametric
382651.4499467122,parametric
320779.6772681318,parametric
268332.251459042,parametric
369222.5861745464,parametric
297986.2115765341,parametric
413628.9481820738,parametric
211944.3450984685,parametric
363907.3282285403,parametric
253844.67555428203,parametric
330891.5955072227,parametric
232471.60284456948,parametric
622733.1325026106,parametric
346025.1758962434,parametric
347721.5584867645,parametric
314767.6698274797,parametric
260285.9907328733,parametric
176985.83408004275,parametric
193533.1222098313,parametric
414652.89186888834,parametric
308633.70144721726,parametric
275351.511563241,parametric
435474.568368167,parametric
181736.60333242585,parametric
258927.9062197148,parametric
224980.0377454381,parametric
228898.80169304743,parametric
285965.02249008534,parametric
418312.8447755498,parametric
290508.8682382466,parametric
287646.23372474284,parametric
362206.6630878584,parametric
389223.5587578637,parametric
451772.7801411075,parametric
198862.6258446393,parametric
243720.717398118,parametric
248089.0314597352,parametric
239002.77642108683,parametric
314314.9071943391,parametric
311521.6365722649,parametric
306659.11439117073,parametric
342023.65528683166,parametric
407752.545498238,parametric
542166.9862488961,parametric
203302.34535199677,parametric
295674.0011125772,parametric
231158.1802418848,parametric
305700.0336005034,parametric
459989.7633437013,parametric
242420.62275083092,parametric
199966.0854854176,parametric
286214.39565532113,parametric
276677.0171092146,parametric
471155.9532394201,parametric
307595.64875096164,parametric
303651.5199107272,parametric
144572.98392019738,parametric
284446.8879576917,parametric
458758.2732674279,parametric
312329.09413857886,parametric
350462.178936774,parametric
341372.9531859559,parametric
458930.04552605934,parametric
419372.4143189726,parametric
260027.653936376,parametric
380132.6325833493,parametric
436387.7239149632,parametric
461961.9415535643,parametric
360362.8244445103,parametric
470925.9521318582,parametric
413131.9884407274,parametric
496863.4014463095,parametric
562665.379457172,parametric
413110.0442533276,parametric
446804.3253758667,parametric
236718.19391651807,parametric
481655.5627260051,parametric
194653.6730059661,parametric
339041.8797373806,parametric
240608.51447728823,parametric
382009.912064856,parametric
232052.8518018906,parametric
516269.0231214279,parametric
465991.5095627647,parametric
404215.9245502231,parametric
155334.8721811646,parametric
335578.10690049455,parametric
347092.5835727063,parametric
300610.6993112816,parametric
287938.89999764296,parametric
410116.1634334937,parametric
275567.9309268273,parametric
503489.7658249907,parametric
268851.74459509115,parametric
344250.8630957586,parametric
393151.7256124397,parametric
530503.8334459093,parametric
339699.5200712468,parametric
398367.1744197323,parametric
327084.75205915346,parametric
295147.7225318803,parametric
200141.9873516923,parametric
421566.9753371042,parametric
232712.22893320912,parametric
269440.71336966864,parametric
399228.3265475479,parametric
257096.275850445,parametric
305334.49281935964,parametric
421821.3068005603,parametric
301006.2139623353,parametric
258215.77583855807,parametric
208885.65915137983,parametric
291943.5326823092,parametric
425673.7571115564,parametric
424950.13160785247,parametric
309542.1663979474,parametric
225190.0154329769,parametric
228531.1324319243,parametric
396120.964062089,parametric
304124.4003629059,parametric
198210.00632575405,parametric
232160.56329084176,parametric
233781.8794012191,parametric
399788.83052487567,parametric
243586.763047052,parametric
453818.1206375969,parametric
318158.8314100521,parametric
308412.81186356617,parametric
516981.9239849548,parametric
315907.7676808367,parametric
211690.8769238254,parametric
365694.8966317997,parametric
160249.56213033604,parametric
289980.0285920113,parametric
246210.6891840943,parametric
207387.01921209187,parametric
340554.6735268581,parametric
362926.16687224514,parametric
383994.1775807093,parametric
440777.2968674603,parametric
339853.9232937244,parametric
326217.1762817119,parametric
548656.621649672,parametric
209602.470460116,parametric
345299.06391205965,parametric
465314.8127973453,parametric
296202.5247962648,parametric
318883.70967702795,parametric
447641.1487169544,parametric
361748.2802094133,parametric
254990.35455076004,parametric
251525.34473549505,parametric
188685.1333838835,parametric
281250.7674788477,parametric
408647.1677973599,parametric
519663.44387652894,parametric
386370.1782614057,parametric
174946.9685734472,parametric
396266.87901851226,parametric
343202.7057544752,parametric
342547.5866615002,parametric
346300.5010207089,parametric
417260.1605560611,parametric
376433.1226327471,parametric
412800.9520590805,parametric
328338.9715486287,parametric
295561.6842131071,parametric
177063.00038354273,parametric
194017.76403594503,parametric
251260.2658906756,parametric
294935.2987654633,parametric
297140.0375862957,parametric
377696.0568238411,parametric
243042.80438593696,parametric
435067.902543054,parametric
439261.7790045932,parametric
212187.48581105555,parametric
356693.765207806,parametric
396312.0101051164,parametric
449790.1366513655,parametric
471970.17462909175,parametric
345304.892864963,parametric
277557.60824665107,parametric
286440.4295052475,parametric
271162.7188129598,parametric
394789.2254899441,parametric
372342.7555247816,parametric
323517.4567713858,parametric
351090.7432642863,parametric
157517.40671961382,parametric
430319.58673258434,parametric
285486.3626063781,parametric
199095.99501295984,parametric
299058.77814179054,parametric
494170.7709557909,parametric
346003.48382768367,parametric
280693.36137846054,parametric
324068.731723986,parametric
203432.22680945127,parametric
376062.61999936384,parametric
429271.8805501016,parametric
198045.09709856624,parametric
241831.0191972031,parametric
423874.8771342755,parametric
292550.17727004096,parametric
470035.8410203013,parametric
228951.4116480471,parametric
281743.5915645545,parametric
313141.4509191492,parametric
211120.5104477381,parametric
293160.5257161766,parametric
312886.3075648498,parametric
394831.4509788228,parametric
255314.48205143935,parametric
322807.0861771235,parametric
346670.15608006815,parametric
420612.1230222952,parametric
155631.02836889288,parametric
463698.9456839784,parametric
267641.10320347163,parametric
396717.4563991526,parametric
372244.9052878112,parametric
330759.34867807856,parametric
309469.0569515087,parametric
213843.00242131093,parametric
224712.9529803019,parametric
237155.6014546773,parametric
429756.63817537646,parametric
357913.4891785965,parametric
337460.31065673166,parametric
313456.13322851993,parametric
173042.73411833966,parametric
304954.5603277489,parametric
370959.1069398889,parametric
478796.2178792736,parametric
407017.3797948064,parametric
357074.232679229,parametric
211231.77297040075,parametric
260418.8352008429,parametric
342146.4562697092,parametric
245648.71900409457,parametric
277909.4434876917,parametric
295560.64854636136,parametric
446861.52847351367,parametric
221952.84196297545,parametric
450350.4602578449,parametric
199194.2411652418,parametric
249357.9137863926,parametric
510435.26747351297,parametric
205625.2079437129,parametric
300012.5846680808,parametric
220977.7686402632,parametric
245974.6098101668,parametric
262998.2717197172,parametric
656737.2707379302,parametric
197395.74368880075,parametric
260382.98575273308,parametric
279775.8252422988,parametric
261464.5685068694,parametric
312911.4167492555,parametric
479005.7493765319,parametric
322641.58777099167,parametric
476283.21591915225,parametric
334895.65278613946,parametric
167265.768521067,parametric
430790.83878162334,parametric
342542.61887139943,parametric
252745.27704727792,parametric
149295.3852601939,parametric
313920.11380380054,parametric
290619.15122573375,parametric
255692.7104625037,parametric
271843.23373759765,parametric
349803.9890504009,parametric
357648.86926150625,parametric
338282.2457530735,parametric
366584.6277279671,parametric
335843.073962431,parametric
258389.00622733604,parametric
461350.7806170684,parametric
223197.93991346093,parametric
217036.71859742605,parametric
262405.3119158764,parametric
298352.71799216705,parametric
328268.4398501416,parametric
271142.65888419823,parametric
486967.56878613663,parametric
316933.51839697524,parametric
403817.98154895456,parametric
343045.9957445705,parametric
286466.8869554832,parametric
296324.31907837844,parametric
315136.6383865657,parametric
559284.0292653426,parametric
182905.8428989001,parametric
248665.84189902592,parametric
329158.2547599833,parametric
312670.52918948693,parametric
365130.4269469993,parametric
345306.98675282643,parametric
447134.661590446,parametric
378394.06550160085,parametric
308866.3848814536,parametric
260299.6161457557,parametric
481101.33483686246,parametric
462608.3027653069,parametric
429809.3490388608,parametric
293466.1885080832,parametric
213053.135771506,parametric
390523.6648632666,parametric
495889.90138581465,parametric
291683.5478878453,parametric
268051.799465078,parametric
224837.97145719343,parametric
398700.3778910005,parametric
227410.2560114716,parametric
343101.865675973,parametric
288390.53931376373,parametric
336114.41137548146,parametric
258390.5944264597,parametric
682309.5389421217,parametric
455588.8209020632,parametric
352508.3271407821,parametric
297398.0624560589,parametric
297651.02009035635,parametric
221025.8828153072,parametric
451832.5356905927,parametric
262755.19604474446,parametric
304157.43989739806,parametric
255083.0210682791,parametric
334864.42883957614,parametric
238235.58130163388,parametric
295996.3151681195,parametric
377886.71905129874,parametric
239496.50846199985,parametric
534278.5628614684,parametric
387972.6778011407,parametric
180311.06997871303,parametric
235308.5261480555,parametric
418117.4668994417,parametric
363276.2178786988,parametric
247500.28083246943,parametric
375596.3881490672,parametric
214813.12566313896,parametric
261663.42724396996,parametric
237317.51148076396,parametric
376939.9623441094,parametric
325968.77237979113,parametric
475438.2622078651,parametric
382932.98873769393,parametric
296199.0048211064,parametric
326889.4318576482,parametric
333696.7390050076,parametric
348665.2148471541,parametric
229168.80962574,parametric
271596.58730779594,parametric
195684.4251336999,parametric
201153.21666118145,parametric
272535.8299418684,parametric
353722.9591045802,parametric
249199.47765516385,parametric
244873.5089318931,parametric
371209.86660451896,parametric
431749.59935365774,parametric
346648.22643199645,parametric
264644.76808757614,parametric
285703.8153657165,parametric
167266.693837407,parametric
255545.40757923268,parametric
385693.2926046502,parametric
309134.1288944244,parametric
282418.7613929261,parametric
398136.3240869768,parametric
450006.79446227616,parametric
215092.1508407337,parametric
436350.01122752426,parametric
288843.0786059084,parametric
248601.3205325954,parametric
308478.3733190012,parametric
454753.9611227604,parametric
251224.535330388,parametric
237382.7962172329,parametric
235807.0923392599,parametric
350322.6805747874,parametric
397908.15452371165,parametric
354515.11253941007,parametric
379945.2586030853,parametric
287954.96133186994,parametric
242401.17616589,parametric
317249.0469283187,parametric
414847.8416026243,parametric
177949.9152555632,parametric
237125.7754850618,parametric
350906.2637396752,parametric
271159.5915954599,parametric
361715.2365293332,parametric
349333.8904873828,parametric
638347.99655581,parametric
319874.86670177313,parametric
370456.4874621168,parametric
316955.023071255,parametric
311891.1850677138,parametric
286109.156186933,parametric
269728.3025355481,parametric
446023.9247074616,parametric
348052.3768852653,parametric
293826.0926080789,parametric
333347.643477054,parametric
196698.62758236035,parametric
258730.52211776417,parametric
312459.0614504093,parametric
254354.5697791836,parametric
304022.3955142359,parametric
396068.6908875518,parametric
391791.6066946696,parametric
227156.29356947792,parametric
293454.64403587946,parametric
318173.4663659502,parametric
242498.0462303534,parametric
337023.11553049926,parametric
353190.6462003135,parametric
382123.51837536745,parametric
413031.6915013658,parametric
255579.2691382744,parametric
449328.9071686074,parametric
333042.6679864556,parametric
458358.0592605336,parametric
308327.949598607,parametric
451997.2676306226,parametric
318521.9107578803,parametric
241026.5141811717,parametric
287852.64985609817,parametric
464506.3946415039,parametric
236843.7456635981,parametric
174620.201225027,parametric
315438.6355242767,parametric
312881.5389604941,parametric
313663.2574905443,parametric
418759.6505766828,parametric
418487.2509873167,parametric
360295.5352780224,parametric
179076.65398342765,parametric
226533.29843973232,parametric
632905.1768527925,parametric
306841.1675206471,parametric
310756.5039178521,parametric
360755.2616862517,parametric
335137.1721373551,parametric
186683.9793466604,parametric
318827.4565407773,parametric
269709.0578868602,parametric
350933.3517689633,parametric
194928.64727510448,parametric
367642.004764209,parametric
315407.81057272054,parametric
225390.6603220394,parametric
386382.3866078578,parametric
387004.1535643629,parametric
216314.7842520881,parametric
349104.07435737835,parametric
190749.03003798984,parametric
162835.85222045056,parametric
372420.23146209575,parametric
268754.0905656373,parametric
383883.89310458914,parametric
491043.99848827353,parametric
383908.4594443826,parametric
260307.3160978082,parametric
213413.23083342356,parametric
348806.6066787646,parametric
362096.32249126217,parametric
369752.7589080339,parametric
389313.6105717488,parametric
587327.2303842304,parametric
312267.2837069967,parametric
464237.9062412368,parametric
822395.6765100195,parametric
244722.07600969268,parametric
340687.21846430947,parametric
326867.4648106303,bootstrap
284247.1850377341,bootstrap
325920.9220641986,bootstrap
330153.4181994976,bootstrap
298552.737651948,bootstrap
254428.2275138269,bootstrap
374005.0408683344,bootstrap
324507.0930945263,bootstrap
232084.5603959504,bootstrap
352767.8911782727,bootstrap
295803.0745783045,bootstrap
489586.93266868894,bootstrap
418711.98538616864,bootstrap
274512.47729631385,bootstrap
353990.7889055377,bootstrap
303064.1886529311,bootstrap
321785.2247123122,bootstrap
176908.89740876624,bootstrap
302842.8455665594,bootstrap
286352.8841936806,bootstrap
275084.6423557775,bootstrap
281952.5285240426,bootstrap
288994.516275576,bootstrap
209573.6950637125,bootstrap
346189.1383869811,bootstrap
378448.5480711013,bootstrap
388847.4078555904,bootstrap
287910.36126709875,bootstrap
253090.33271283255,bootstrap
274355.5477852448,bootstrap
277987.7422365225,bootstrap
571562.3438288299,bootstrap
460631.2550104353,bootstrap
292807.6238363942,bootstrap
375479.101953782,bootstrap
333168.1057542415,bootstrap
332730.9759376791,bootstrap
249844.0224389856,bootstrap
249939.7292176655,bootstrap
321479.1261777279,bootstrap
230455.6414335052,bootstrap
449493.5849000064,bootstrap
227359.25411272116,bootstrap
402142.7703393593,bootstrap
238143.92918878,bootstrap
243027.4154946614,bootstrap
343146.9109510541,bootstrap
208127.03455043916,bootstrap
300272.22540775413,bootstrap
255561.56382044693,bootstrap
378576.46732204186,bootstrap
276262.4169434891,bootstrap
235829.12692152036,bootstrap
255223.64309787052,bootstrap
379303.4415066328,bootstrap
268804.3482692933,bootstrap
185780.00930958468,bootstrap
250676.96694423092,bootstrap
257528.33721017223,bootstrap
398635.65104431525,bootstrap
242987.4492847212,bootstrap
282343.0186505882,bootstrap
319381.2960994699,bootstrap
269587.1956730589,bootstrap
245089.71504712256,bootstrap
379374.4786585861,bootstrap
370749.6772981715,bootstrap
201660.58950965956,bootstrap
419239.73213540507,bootstrap
291766.4977463151,bootstrap
444384.0242599484,bootstrap
314025.14463733137,bootstrap
274627.00527235365,bootstrap
321146.00194358267,bootstrap
194893.8985794131,bootstrap
194961.3950990997,bootstrap
199421.37951302985,bootstrap
245250.18887294715,bootstrap
425354.6873158835,bootstrap
320974.63132171804,bootstrap
253168.87242403263,bootstrap
290334.4673923037,bootstrap
391363.65311237896,bootstrap
288956.08779721527,bootstrap
251392.93357879328,bootstrap
358111.60699974524,bootstrap
280463.565722975,bootstrap
259942.48502701943,bootstrap
393484.38399483176,bootstrap
224789.40149532488,bootstrap
245616.18573261588,bootstrap
185600.17526711995,bootstrap
385712.84833529184,bootstrap
157359.4247962533,bootstrap
398476.4599600507,bootstrap
297657.39063678944,bootstrap
318116.9401963616,bootstrap
347861.1581676307,bootstrap
152607.6344371148,bootstrap
286727.20311743766,bootstrap
229060.85893478844,bootstrap
366763.93927357503,bootstrap
348718.3123987238,bootstrap
295148.0882344551,bootstrap
363137.7599840381,bootstrap
257586.3819964164,bootstrap
204215.99927320844,bootstrap
203594.68367282467,bootstrap
223845.22276753455,bootstrap
397834.15788728994,bootstrap
237645.7574548385,bootstrap
288124.19073283573,bootstrap
590664.9310355661,bootstrap
183807.1750594932,bootstrap
357529.1915883777,bootstrap
169514.05205235776,bootstrap
251862.3583702985,bootstrap
262351.9394391407,bootstrap
218643.1919032776,bootstrap
570592.4945249184,bootstrap
238859.1209689351,bootstrap
221339.3671599869,bootstrap
361605.8058849606,bootstrap
248936.20844710048,bootstrap
277216.5323348275,bootstrap
280456.5987455507,bootstrap
302004.5867966806,bootstrap
461514.6236695423,bootstrap
214400.3612156704,bootstrap
336927.8545281943,bootstrap
367198.1154973861,bootstrap
339767.6111682474,bootstrap
298982.7133415225,bootstrap
222865.62316003797,bootstrap
401055.8325384031,bootstrap
264646.310180549,bootstrap
490868.3050562492,bootstrap
300370.5088649844,bootstrap
207453.325296304,bootstrap
493069.2106981183,bootstrap
312471.0237138507,bootstrap
369691.9278824298,bootstrap
331281.8555244468,bootstrap
213515.2910365295,bootstrap
337344.69256883604,bootstrap
267114.44619296124,bootstrap
325493.7032936959,bootstrap
221896.23590989807,bootstrap
256786.11047626275,bootstrap
327415.3825308505,bootstrap
377851.25617568527,bootstrap
333784.324604327,bootstrap
255350.38149933485,bootstrap
420977.9735208596,bootstrap
274908.2559924989,bootstrap
367621.9254827107,bootstrap
218811.59249850275,bootstrap
230233.9101082977,bootstrap
254172.45906285392,bootstrap
318030.0405449025,bootstrap
265066.36586686736,bootstrap
302557.9237595409,bootstrap
232260.0124458353,bootstrap
325628.1751744168,bootstrap
328042.35403004184,bootstrap
317108.13934112,bootstrap
284955.1326509109,bootstrap
288820.789951564,bootstrap
393091.8178128462,bootstrap
407970.4531508728,bootstrap
212640.89324354497,bootstrap
283101.135300625,bootstrap
299899.94017758616,bootstrap
209216.9679431134,bootstrap
341680.8072087204,bootstrap
465032.9862053591,bootstrap
372555.1839115516,bootstrap
264759.8912359275,bootstrap
351914.75766434625,bootstrap
287363.1989888833,bootstrap
374369.3030632773,bootstrap
315309.8317947757,bootstrap
293566.63315119705,bootstrap
231437.43494310664,bootstrap
309621.0595486828,bootstrap
199620.0641160641,bootstrap
317375.8673041968,bootstrap
286975.9291389848,bootstrap
288161.0493254057,bootstrap
418396.1729496298,bootstrap
258432.67610816527,bootstrap
308817.0518233969,bootstrap
308245.1344086679,bootstrap
301125.2307338242,bootstrap
337064.3019612609,bootstrap
176064.1319231253,bootstrap
352037.660146395,bootstrap
339920.40068613284,bootstrap
405495.5939077706,bootstrap
268174.3086722412,bootstrap
457800.3890234408,bootstrap
283781.0095143503,bootstrap
298677.5464409857,bootstrap
165741.69054744544,bootstrap
275812.0308648423,bootstrap
221100.92566629255,bootstrap
273010.2921189701,bootstrap
324511.31032116606,bootstrap
284053.2699298768,bootstrap
238500.30300990804,bootstrap
221928.29982965923,bootstrap
283073.2561382069,bootstrap
267649.13461407146,bootstrap
222798.05233604493,bootstrap
263836.29969197087,bootstrap
289343.15495560964,bootstrap
261000.9931833108,bootstrap
303179.9526129634,bootstrap
484545.77267074346,bootstrap
258637.8859110998,bootstrap
315891.28185792785,bootstrap
248011.32017152195,bootstrap
251246.1774328188,bootstrap
359456.554926694,bootstrap
436240.5731403741,bootstrap
322267.5673885702,bootstrap
200894.83208871423,bootstrap
346743.23857977206,bootstrap
319870.2753157819,bootstrap
256187.83412038736,bootstrap
415762.6827619379,bootstrap
380501.56566418806,bootstrap
228001.31902690863,bootstrap
435332.0888948232,bootstrap
343607.04720601253,bootstrap
259845.16813442128,bootstrap
315293.2525547396,bootstrap
296238.9255001795,bootstrap
343576.4808098928,bootstrap
254124.11593459744,bootstrap
187879.49291619085,bootstrap
254806.1542524524,bootstrap
314650.20806347305,bootstrap
287999.26532619714,bootstrap
208626.4862202818,bootstrap
277427.9667506781,bootstrap
248782.5143933802,bootstrap
310899.502976223,bootstrap
333967.6812631875,bootstrap
586245.2190504707,bootstrap
301357.2658988225,bootstrap
259050.71903716735,bootstrap
320823.6607503745,bootstrap
340084.7359324305,bootstrap
306352.91064565314,bootstrap
239284.7183046228,bootstrap
210952.90661810825,bootstrap
291875.5425799787,bootstrap
154272.77040863165,bootstrap
225546.6538283542,bootstrap
251258.28113676145,bootstrap
401856.9791989196,bootstrap
281877.40152223257,bootstrap
198552.09438819467,bootstrap
385958.8527935707,bootstrap
298401.4559327672,bootstrap
531076.3390981103,bootstrap
184702.0336377745,bootstrap
313197.1310732353,bootstrap
408275.7516663817,bootstrap
240051.91447356285,bootstrap
252454.92584698347,bootstrap
241218.75660666692,bootstrap
280777.4035360559,bootstrap
289518.5926045523,bootstrap
244988.0078491736,bootstrap
381542.1691589265,bootstrap
419050.1734836948,bootstrap
422935.0240487971,bootstrap
196281.33885166995,bootstrap
249666.5107648104,bootstrap
296926.2630301876,bootstrap
363095.397542544,bootstrap
240232.80880151864,bootstrap
269285.4842907636,bootstrap
329355.10738476075,bootstrap
298890.0201467334,bootstrap
187541.7332540328,bootstrap
293933.36912734533,bootstrap
412563.69518048776,bootstrap
410313.4041313557,bootstrap
344148.5438508975,bootstrap
314932.29618061,bootstrap
246703.03205129484,bootstrap
240777.7005239069,bootstrap
422888.5428003787,bootstrap
432336.7231943838,bootstrap
323755.5611724697,bootstrap
415685.79644413566,bootstrap
331884.3579384554,bootstrap
308988.5484384546,bootstrap
360613.2134110911,bootstrap
400873.9856630296,bootstrap
234044.9006626714,bootstrap
310908.8466984714,bootstrap
503915.34763042553,bootstrap
223782.95699972872,bootstrap
392168.7703814337,bootstrap
472896.9459352553,bootstrap
311016.3430969985,bootstrap
238781.02920306352,bootstrap
366919.153797118,bootstrap
340546.06825151504,bootstrap
216919.71761783736,bootstrap
252397.39145171613,bootstrap
298160.80948811804,bootstrap
356610.61770739424,bootstrap
437745.5754902664,bootstrap
260406.64669319164,bootstrap
319333.3854754729,bootstrap
186256.73447312508,bootstrap
226791.1464863461,bootstrap
313458.04987340566,bootstrap
220541.25034263788,bootstrap
515390.096850464,bootstrap
277146.85100749927,bootstrap
289076.62874827115,bootstrap
368126.8608552649,bootstrap
298764.1730603769,bootstrap
347101.90120217856,bootstrap
287597.2848298262,bootstrap
250978.8548888756,bootstrap
245775.5624975507,bootstrap
205969.9601322515,bootstrap
359403.7985399718,bootstrap
289780.6835761283,bootstrap
167349.61792193528,bootstrap
310689.672299336,bootstrap
326032.40522484167,bootstrap
301897.2328827137,bootstrap
432057.2567057622,bootstrap
365311.0594550588,bootstrap
316672.3698341975,bootstrap
217523.2112250288,bootstrap
245264.6424916412,bootstrap
319647.1880653795,bootstrap
288219.0333742051,bootstrap
242694.83151443687,bootstrap
203264.016459655,bootstrap
243604.27827551035,bootstrap
311709.4032891041,bootstrap
305511.73842365696,bootstrap
301935.49368517613,bootstrap
326832.55388121825,bootstrap
225378.81375332896,bootstrap
377336.7905235888,bootstrap
265615.1218813057,bootstrap
262861.39770186145,bootstrap
267835.73114318284,bootstrap
197823.192348702,bootstrap
343203.3032431991,bootstrap
287620.2049292358,bootstrap
389985.9845528471,bootstrap
236925.12708745568,bootstrap
383963.7214977474,bootstrap
