Unnamed: 0,Return,Volatility,Sharpe,SPY,QQQ,TLT,GLD,AAPL,MSFT,AMZN,JPM,XOM,Type
36,0.1951663899628735,0.128139453122808,1.2499381420753457,0.0648817632278525,0.0941748307539137,0.1571109979731703,0.1084887568758883,0.1825876013220038,0.0439322725919984,0.163731249110425,0.088828313594535,0.0962642145502128,Random Portfolio
88,0.1999592792908771,0.1337806176343206,1.233058138076332,0.2800900241099281,0.1337101783605659,0.1234771581269719,0.137638767705794,0.1605658146115909,0.0103826889429678,0.0954774101644048,0.0516088878589347,0.0070490701188414,Random Portfolio
39,0.2068880114355309,0.1390058502841329,1.236552354337503,0.1928365400915648,0.1110708953820297,0.067914563869491,0.0951730469022853,0.1020478111417629,0.0754350406448003,0.0742177129673884,0.1647361872758804,0.1165682017247968,Random Portfolio
61,0.2219312729543701,0.142188798505285,1.3146694741036309,0.1559196941803277,0.1619424566490107,0.0452100093563009,0.0830156709856157,0.1057569348425766,0.0806517548924266,0.1419220796583436,0.092068724486996,0.1335126749484019,Random Portfolio
73,0.1996908256443418,0.1283169638644828,1.2834688468648143,0.0383070420358915,0.1128061144110565,0.0920297628041806,0.1671999124196653,0.0934099592747911,0.1344424808944315,0.0978188872385028,0.1245676300544171,0.1394182108670633,Random Portfolio
48,0.2000008818489081,0.1493204137971576,1.1050122193811451,0.1525957315041832,0.0116003722597203,0.102923385350549,0.07476766665005,0.0705210288169764,0.1898960207925375,0.0098720386905545,0.2987677651600978,0.089055990775331,Random Portfolio
60,0.1595253539005567,0.1108166355609285,1.1237063214402592,0.0085067889792199,0.0187646507285662,0.2274308094672704,0.160063252817455,0.2413854581358622,0.1541570868609746,0.054951375045496,0.0831741489874683,0.051566428977687,Random Portfolio
63,0.1835170571919435,0.1431139864104841,1.0377536180563245,0.1595582603053648,0.1932301597657663,0.1413501604660922,0.0343822116101783,0.0084637769130686,0.1522508031361503,0.0132337251373232,0.1683439534755244,0.1291869491905315,Random Portfolio
71,0.212785072270096,0.1355453534450281,1.311627936712701,0.0672224011491141,0.1809766130827024,0.0125100885724862,0.1336582847482866,0.0475771412896917,0.2042590254293676,0.0678262693123365,0.0938394384367681,0.1921307379792464,Random Portfolio
64,0.213786682724817,0.1486304411302229,1.202894113515902,0.1753406761841557,0.1581999962976747,0.1057151992819175,0.1052427923514516,0.0060626240081699,0.0887034569393394,0.1691080392860516,0.0838822343223265,0.1077449813289129,Random Portfolio
15,0.1492633816211671,0.1196029412827498,0.9553559502440696,0.0672590495057828,0.0107017034346856,0.2660970203784913,0.1328915879765562,0.1213136347835654,0.1899614508426558,0.0104774337294496,0.1573553851737309,0.0439427341750822,Random Portfolio
42,0.1999689599560931,0.1358109398546219,1.2146956654057706,0.0346459701435589,0.1093998138199437,0.127070960206509,0.1119703566032057,0.0756758385855313,0.0859666448116538,0.1514601645051426,0.1489188748108257,0.1548913765136289,Random Portfolio
9,0.1876311548657291,0.1292234144287697,1.1811416339711571,0.2129139680038742,0.0189679858535446,0.1844881411901205,0.1596624867429502,0.1509448188368473,0.0585237784611329,0.1314007397764624,0.0758301438963541,0.0072679372387133,Random Portfolio
28,0.1732789597487914,0.1262404222723848,1.0953619867527964,0.1703104448089886,0.102001040556234,0.1714033392126367,0.0722849346218681,0.1446424251372875,0.0890498950587136,0.0288399646975478,0.1385326499051339,0.0829353060015893,Random Portfolio
7,0.2177954430745292,0.1518484302851003,1.2038019934175477,0.0908945693984071,0.0820992424096688,0.159144884784936,0.0629940011818872,0.098762575546688,0.1533137724756766,0.1721450756921014,0.152096054225855,0.0285498242847795,Random Portfolio
54,0.2134232517216745,0.1462665917519996,1.2198496566064636,0.0901572059580332,0.1520072185426601,0.1472834256993396,0.036833086697339,0.1868794621782325,0.2145335506265912,0.1283081488831702,0.0370126260928989,0.0069852753217349,Random Portfolio
83,0.2514769987032064,0.1618410291152121,1.3375903495342938,0.1201813082355609,0.1668023486691204,0.0375800749338651,0.0764022226158457,0.1012886201962328,0.1456086484291748,0.1645498103442054,0.1477737770707305,0.0398131895052639,Random Portfolio
86,0.1987832751647085,0.1263054455701408,1.296723782774316,0.0685249760980364,0.142664419566239,0.0717268520456608,0.111235922110587,0.1270982936976321,0.1021247343188437,0.1128323332464671,0.077319043274854,0.1864734256416796,Random Portfolio
18,0.2157971303340042,0.1308186323352939,1.382044186722678,0.0909334971728579,0.1118275455103869,0.0173254159050313,0.0971126880174237,0.1688015778986503,0.1836718914862732,0.1060157258116751,0.0578882464604142,0.166423411737287,Random Portfolio
38,0.1970411266879773,0.1253053375991627,1.2931701856654194,0.171300220534522,0.0284824692062584,0.0922695494301758,0.14466266819154,0.1401356240959338,0.0649538123545356,0.1401280176566791,0.0833840238036082,0.1346836147267468,Random Portfolio
4,0.136562721262771,0.1058857519871811,0.95917268713421,0.1693641723457309,0.0375308265484194,0.2201702266383089,0.109126635086535,0.1294920197367396,0.0314322224481854,0.085380838923778,0.0218933559790688,0.1956097022932337,Random Portfolio
62,0.161242568426212,0.1222746503647652,1.032450864096604,0.0577247880419781,0.0012538575729352,0.1848499503256411,0.0773763052833529,0.094548784362515,0.0390677615601819,0.1512880315024982,0.1438759782793595,0.2500145430715378,Random Portfolio
25,0.2146612350035056,0.1509908922796733,1.1898812722473853,0.1660500635270475,0.1965990670564306,0.0690114537760918,0.0673868879529375,0.0255527752878114,0.1034293334111355,0.0784562265961089,0.171142099972797,0.1223720924196391,Random Portfolio
13,0.2268881932153972,0.1465050822846901,1.3097715807736845,0.1539602830074171,0.1330314213287945,0.0614819664596422,0.0595663418334528,0.1226526312295109,0.1541721602837031,0.1478372509385642,0.0789509777332617,0.088346967185653,Random Portfolio
31,0.199388116566952,0.127826068473479,1.2860296693006623,0.1289907267535126,0.1356307575989571,0.0743391266552556,0.1348194574334318,0.192801211319337,0.1200268015837727,0.0037560083060802,0.1435282390838576,0.0661076712657949,Random Portfolio
53,0.2345239655768865,0.1583572663685169,1.2599609108720629,0.0633692208717656,0.1072150289452425,0.1075200071237434,0.0281911307383971,0.1238891354333837,0.1008993843934837,0.1908883468921843,0.2091646215277864,0.0688631240740129,Random Portfolio
82,0.2419516540427287,0.1538876890747575,1.3448226774150411,0.0311361845988183,0.2128763839367091,0.0535509029857388,0.2012946737693666,0.0375236147777976,0.2160458539208777,0.1652992976766487,0.0454373302303036,0.0368357581037394,Random Portfolio
0,0.2131178082106666,0.1319343142648455,1.3500491453126602,0.0608248737531994,0.0049268086086992,0.0961743215969027,0.1457704340948656,0.1620357982223483,0.0924594683197289,0.2020557541077851,0.112377851892933,0.1233746894035375,Random Portfolio
93,0.1844018489121706,0.1312781840966134,1.1380554197963253,0.027272050884779,0.0241830699513935,0.1085743581129388,0.1455332706474074,0.0071954369052259,0.142420343176607,0.1353279376020145,0.1590317808839396,0.2504617518356938,Random Portfolio
24,0.2465259566052907,0.1552021793759848,1.3629058396973854,0.1619770913850822,0.0548603656629997,0.018669233838656,0.1198791758446787,0.0859788756696967,0.1336761543188814,0.1892484133576557,0.1525876386976163,0.0831230512247332,Random Portfolio
55,0.2141622405316985,0.1354005890954238,1.3232013370741948,0.1595897185756551,0.1074733462154798,0.0400997005396597,0.1682394566714139,0.0824357853774408,0.1162406539291916,0.0932402540660844,0.1172287631360439,0.1154523214890303,Random Portfolio
29,0.2233657999793068,0.1511697742144946,1.246054649205434,0.1836302087384323,0.1471050217604811,0.1117382400067538,0.1673354502966186,0.0352517145330278,0.0950721888977434,0.1734577796875528,0.0688666157439153,0.0175427803354746,Random Portfolio
5,0.1927530316800664,0.1416709430394468,1.1135171990500672,0.1208731435087329,0.1006265461165904,0.1573653790396586,0.076243581950666,0.051435228811339,0.0049435124751081,0.1670516994254119,0.1665521402587204,0.1549087684137724,Random Portfolio
79,0.2048069336419857,0.14755615799534,1.1507953036249994,0.140879001559262,0.1308715624307825,0.1109366468972818,0.0434198515934482,0.0284836050423104,0.1016285225772432,0.1268040750882893,0.1652510679271722,0.15172566688421,Random Portfolio
26,0.1701942826540594,0.1338780095002344,1.009831884704132,0.1979945324594718,0.0044211563740007,0.2737551597633555,0.1106524567432754,0.0824931768928898,0.0096401677683777,0.2056567086709556,0.0685952844776986,0.0467913568499747,Random Portfolio
27,0.1528189116640294,0.1013642313770597,1.1623322158460478,0.1296026855634538,0.0862931857278303,0.1087304831797295,0.2003754111265251,0.1612742772110233,0.1006007494283899,0.0004710627909895,0.0169504534977807,0.1957016914742774,Random Portfolio
90,0.2047491043687202,0.1385466903493044,1.225212265560066,0.1453860384127093,0.1923371123603961,0.1230222792971525,0.0950095822986062,0.1475491927313186,0.0767583721014584,0.065599058263967,0.1222243356850315,0.0321140288493599,Random Portfolio
80,0.1921569074611771,0.1454139315454163,1.0807555080242992,0.1583795001812123,0.0892895232644866,0.1959799131992149,0.1519671439938957,0.0247652757204739,0.0056068805855875,0.148599175290382,0.1745582322916825,0.0508543554730644,Random Portfolio
3,0.171368394170532,0.1454026317015516,0.937867441425937,0.0502128538553523,0.1512633780817541,0.2483867963015056,0.010679190903029,0.0204522910557706,0.2572450666251394,0.0133770022924083,0.1926661751283617,0.0557172457566785,Random Portfolio
99,0.1960587379183921,0.1465675859529867,1.098870100583178,0.1251186331487609,0.1534381143935718,0.1574122498566465,0.0288900695904109,0.0983915812174977,0.1875601597355522,0.0132540135288051,0.2016846220966088,0.0342505564321458,Random Portfolio
2,0.2034378785191133,0.1216539323365754,1.3845658359246666,0.1911137206027434,0.0541572140875051,0.0089446364835994,0.2118661493554427,0.1231432031455201,0.116625649284685,0.0705470121495969,0.0701603292905267,0.1534420856003804,Random Portfolio
8,0.2696085687710168,0.1703287354668131,1.3773868990927132,0.0795458672660316,0.1911545572680231,0.0043030047683249,0.1427879652499726,0.075078933872566,0.0264724818868212,0.221325708560018,0.2078405408901647,0.0514909402380774,Random Portfolio
40,0.148690480431391,0.1247300887222784,0.9114920192555304,0.1435393520487843,0.1280316741150048,0.2070412889798087,0.027886089019251,0.010897195616066,0.1842466085646215,0.0190652015618678,0.089998327947067,0.1892942621475284,Random Portfolio
56,0.200169104874187,0.1430999627389138,1.1542218580136063,0.251265394728119,0.0666748203316432,0.1430300347755451,0.134305198543058,0.0299998486347929,0.0895094783385785,0.1305222658451254,0.1068790101619764,0.0478139486411612,Random Portfolio
23,0.1993260080103794,0.1582307821152518,1.038521113361419,0.2313624492661177,0.0149999020010375,0.1426351872039965,0.0372748943472457,0.0266887756793646,0.1659012386475346,0.0377341803133773,0.289376807367717,0.0540265651736086,Random Portfolio
72,0.2198748149197555,0.1312149672003053,1.40894608949249,0.2737707465909099,0.0421453867178778,0.0144029295354542,0.0912026303884132,0.343885795414753,0.0247903130298916,0.0925429660697786,0.0666511773572228,0.0506080548956984,Random Portfolio
59,0.2222890637525912,0.1445626234099916,1.295556619925358,0.1252308050298669,0.1178697239777223,0.0623957897569572,0.0158701452129608,0.1318674768662234,0.1480940674822267,0.1692192578158038,0.0817149636027656,0.147737770255473,Random Portfolio
94,0.1951629453874451,0.1286866287929251,1.2445966367272692,0.0020789951025579,0.1536384702450438,0.1340854565783541,0.0947654249206187,0.1381095686489615,0.0898955974405436,0.1312138542793573,0.1088063589509801,0.1474062738335826,Random Portfolio
75,0.1764293576450473,0.1324386931933599,1.0678854814624383,0.2084519217528816,0.0739842504038316,0.1961854574470042,0.0127469733047192,0.1145015936992699,0.2102269906916953,0.0999292115588075,0.0077048436524961,0.0762687574892942,Random Portfolio
49,0.1750275097698674,0.1135744475039483,1.232913853840227,0.0554899452626605,0.1404291647541578,0.1434747228660795,0.1350115125623447,0.2121476695684745,0.0461594330862478,0.0835065990470254,0.0475004423404697,0.1362805105125397,Random Portfolio
85,0.2746429162258217,0.1846838557364359,1.2975845412704532,0.0144380248029323,0.0853714500033193,0.0449285567911464,0.0774535475071071,0.0672340055343811,0.0082660006329072,0.3032711640455564,0.3164703546547754,0.0825668960278743,Random Portfolio
50,0.2003507665876037,0.1178039602890848,1.4036095746003907,0.0035958032657439,0.1726222292543477,0.061125763945135,0.1849019281473596,0.2805543365942702,0.0699398874533826,0.0419180726366897,0.0887025961879736,0.0966393825150972,Random Portfolio
92,0.2215916363938136,0.1546663060047083,1.2064142553978985,0.1257121655794864,0.1194711601297526,0.0781403878098234,0.0811606122859966,0.0165289791202675,0.0768940955084941,0.1640834569041716,0.1919766789813569,0.1460324636806505,Random Portfolio
16,0.2253357406963277,0.1597463213463058,1.1914874727143718,0.0988594757390029,0.099108865942444,0.118796177655582,0.1123271027850092,0.0227424314869134,0.1740184175697071,0.1235241678466721,0.2217242822202149,0.0288990787544539,Random Portfolio
89,0.236747156445487,0.1553715174798743,1.298482242548863,0.0020886764078763,0.0844728631246829,0.10409721710836,0.1640717281275998,0.0435660718268178,0.0374538316100768,0.3227422631201488,0.1121034149333537,0.1294039337410836,Random Portfolio
1,0.2284968583878934,0.1506165423964444,1.2846985816377454,0.1644480723556508,0.1350612239877651,0.0440937913162071,0.0149846834437389,0.1803843599900795,0.0412691288445448,0.1083537774788087,0.2087639838231274,0.1026409787600772,Random Portfolio
70,0.2531877454902252,0.1652299400332608,1.320509742037696,0.2151526990755961,0.0163128445350863,0.0258989600486212,0.1815693073285904,0.0223025356912569,0.1143168720667209,0.2008344455843865,0.1930287432897828,0.0305835923799586,Random Portfolio
11,0.2344411647357581,0.1635382980703929,1.2195379742175825,0.1052699355663326,0.1439947223727296,0.0927066917774107,0.0046368354868662,0.045970840142032,0.1813436021268139,0.1693199828717398,0.1691846519318381,0.0875727377242368,Random Portfolio
30,0.1987363880477267,0.1314141980912485,1.2459566045826729,0.1661450847890986,0.1708861831821906,0.0658806050636249,0.1845755372707165,0.044758169470849,0.0438529825129737,0.0816618949336508,0.0979183280961729,0.1443212146807225,Random Portfolio
